adventurer_id,cluster,age,gender,region,total_views,total_seconds,avg_completion,unique_publishers,total_subscriptions
tkus,0,56,F,Soggy Hollow,13,1855.0,0.3733291100047561,4,4
gd6m,0,11,M,Slurpington,14,3893.0,0.7661625912908744,5,6
7caa,4,25,F,Puddington,13,2089.0,0.42676167714078656,8,10
4qb3,5,11,F,Toadstool Marshes,14,2927.0,0.6000030434699845,4,4
9cbw,1,33,F,Greycliffs,13,2990.0,0.6774886866685902,2,2
duij,0,14,F,Slurpington,11,2160.0,0.5038677148533506,5,5
lu6j,4,19,F,Puddington,18,3643.0,0.49886103916757357,4,4
thw1,1,28,M,Jamshire,15,3684.0,0.6433577663881039,5,8
q422,0,11,M,Slurpington,12,2741.0,0.6275186990320072,6,6
wodi,4,14,F,Sugarbrook,12,2324.0,0.48989019579234894,9,16
wvyo,1,30,M,Jamshire,11,2367.0,0.6089621098792958,4,6
tisx,1,14,M,Jamshire,14,2669.0,0.5069465842724405,2,2
8f3x,2,25,F,Gnome's Rest,11,2965.0,0.749089238323393,3,3
j58a,4,26,M,Gelatina Grove,10,1316.0,0.29785004345347144,3,3
nuz5,1,26,NB,Sugarbrook,11,2787.0,0.6697363165723395,4,5
a2jo,4,52,F,Greycliffs,13,2761.0,0.6036074871807855,7,8
62m7,2,20,M,Threadbare,14,3096.0,0.5334999200247418,3,4
htmb,2,11,F,Knitwick,19,2668.0,0.34850444930006463,4,4
hytm,1,41,M,Jamshire,10,1834.0,0.46924281218453395,1,1
gxyd,4,16,M,Sugarbrook,17,3145.0,0.47054703273681064,6,8
jhj4,6,49,M,Duelburg,11,2168.0,0.5057453832442111,3,4
whna,2,11,M,Gnome's Rest,12,2162.0,0.486760110042103,4,4
g5bn,4,24,M,Puddington,15,2779.0,0.47483197167276264,8,10
zadd,0,11,M,Slurpington,12,2631.0,0.6202282378815466,6,6
ofkp,2,24,M,Gnome's Rest,14,2790.0,0.4947461846299128,3,3
bgx3,0,18,F,Toadstool Marshes,12,2131.0,0.5152500124719457,7,7
19ar,4,34,F,Jamshire,12,2817.0,0.6313940520053466,7,8
mh7g,2,13,M,Threadbare,14,2501.0,0.41941479769223655,3,3
4u64,2,19,F,Gnome's Rest,10,1631.0,0.4247703885732654,4,7
5wv6,4,24,F,Puddington,13,2042.0,0.42343624209100883,6,7
wv5y,4,32,M,Sugarbrook,13,2187.0,0.45517691542793626,9,13
6rhk,1,26,M,Greycliffs,14,3079.0,0.5793487129148813,1,1
eyl5,2,26,M,Knitwick,15,3151.0,0.5144081008317729,4,7
lvzw,5,11,F,Toadstool Marshes,12,2994.0,0.7340347904289507,4,4
97zn,4,22,F,Puddington,16,2903.0,0.40782913356932093,5,7
woss,5,13,F,Dripwater Delta,10,3141.0,0.8417956692550594,5,5
e2ol,1,10,NB,Shield Barrow,10,1737.0,0.47295189971493834,3,4
wcq3,1,81,M,Narathil,10,1643.0,0.4980058504962549,4,4
clqq,4,20,F,Jamshire,12,2332.0,0.5126549429794702,6,8
rdsf,4,13,F,Greycliffs,16,2979.0,0.4507520467682718,5,5
dza4,0,11,M,Toadstool Marshes,10,2101.0,0.5381203023096559,5,5
gsxo,4,20,F,Jamshire,16,2668.0,0.45076461086356473,8,12
hsjo,0,12,F,Toadstool Marshes,11,2820.0,0.745831212029017,4,4
zadt,6,47,M,Shield Barrow,17,3840.0,0.5885750698164085,3,3
niya,0,13,M,Dripwater Delta,15,2294.0,0.464990408085671,5,5
vzaa,4,39,F,Jamshire,12,2866.0,0.6515283695259205,5,6
t11h,0,12,M,Toadstool Marshes,12,2929.0,0.7175354594607818,3,3
xqg2,6,125,M,Duelburg,17,3154.0,0.5794995827515391,5,9
z9so,4,78,F,Duelburg,11,1209.0,0.31489956991897194,3,4
aiq1,2,18,F,Gnome's Rest,12,2644.0,0.5622298804568392,4,4
iau9,4,11,NB,Greycliffs,11,909.0,0.20791966384224717,8,10
sxxf,5,11,M,Toadstool Marshes,11,2119.0,0.5557978676187715,6,7
rdbr,0,11,M,Soggy Hollow,11,2635.0,0.6280298540936784,3,3
hgdd,4,24,M,Puddington,15,3251.0,0.6144595895364027,5,8
snq9,4,18,M,Puddington,20,4838.0,0.6660813413445569,6,9
5hiu,2,19,F,Threadbare,10,1896.0,0.5215578900072712,4,5
spc7,0,10,M,Soggy Hollow,15,2961.0,0.523732176273683,5,5
4dez,0,11,F,Dripwater Delta,14,2752.0,0.5658656289728328,5,5
v666,6,12,F,Shield Barrow,10,2506.0,0.6325330265185958,4,5
qjr4,0,11,F,Slurpington,12,2401.0,0.5099890995814559,5,6
oser,6,77,F,Duelburg,15,2129.0,0.3791307239601426,5,6
tkqc,0,11,M,Slurpington,11,1434.0,0.36877577064854106,5,5
jwj7,0,12,F,Slurpington,13,3555.0,0.7480280343925838,6,6
vbmu,0,11,M,Toadstool Marshes,11,2622.0,0.6096409654112049,5,6
crdw,5,14,M,Toadstool Marshes,15,4265.0,0.7891841167214703,6,6
sbmg,0,10,M,Slurpington,12,2818.0,0.6204166718970947,3,3
zchf,4,12,F,Puddington,15,2007.0,0.3156063174676161,7,12
ssdq,4,17,M,Sugarbrook,29,6344.0,0.5620490061953729,8,10
jky9,3,39,M,Sugarbrook,12,2142.0,0.4983964136009191,5,6
8nai,2,16,M,Gnome's Rest,11,1652.0,0.34776595595955634,3,3
rxwh,5,25,M,Slurpington,15,2586.0,0.4616354785601931,6,6
3kqy,1,23,F,Puddington,10,2075.0,0.5272605718216284,2,3
67k4,4,21,F,Sugarbrook,11,2301.0,0.6403142877463381,3,3
j34s,1,25,F,Sugarbrook,13,2875.0,0.5947039569113582,1,1
sir6,1,16,F,Greycliffs,10,1357.0,0.3770001681353478,3,4
4j3v,1,23,M,Greycliffs,24,4388.0,0.5126791235470086,7,11
wokm,2,24,M,Knitwick,15,3741.0,0.6958293063287152,4,5
vvh2,4,20,F,Puddington,11,2503.0,0.5563874842893626,4,4
56ej,4,39,M,Sugarbrook,18,3388.0,0.5126603806917372,8,13
z5j9,4,30,M,Greycliffs,11,2101.0,0.5852026756473077,6,6
3cci,0,66,M,Soggy Hollow,15,3888.0,0.7018220059531557,6,6
61dw,2,15,M,Threadbare,21,3887.0,0.48617981539501176,4,6
fg7h,6,29,F,Narathil,11,2403.0,0.6346629112658412,2,2
hkse,3,17,NB,Jamshire,30,5211.0,0.4466430034514542,5,7
j8cn,0,10,M,Soggy Hollow,11,2739.0,0.6704763928220798,5,5
8uoz,4,38,M,Jamshire,15,2765.0,0.44370802481509136,6,9
6aym,4,30,F,Jamshire,13,2715.0,0.5330427132398917,5,7
pno8,4,30,F,Jamshire,13,2928.0,0.599671171104697,4,6
jikt,4,24,F,Greycliffs,11,1902.0,0.3979207664862972,6,9
ejfa,0,11,F,Slurpington,11,2602.0,0.6588649735198794,7,7
jy1e,2,23,F,Threadbare,16,3267.0,0.5283864041591934,1,1
99om,1,30,M,Sugarbrook,10,2064.0,0.6191707062324365,1,1
brbx,4,14,F,Sugarbrook,12,1748.0,0.41994776663037564,3,3
igtf,5,11,F,Dripwater Delta,11,2962.0,0.7294869825179497,4,4
oo3t,1,24,F,Greycliffs,11,2327.0,0.5672648002313907,1,1
9vpq,1,13,F,Greycliffs,10,2399.0,0.6571356053977785,1,1
pddu,4,41,F,Puddington,11,1675.0,0.4472645798226379,5,5
wvgz,4,26,M,Puddington,18,4018.0,0.563663922453345,8,18
123v,0,11,M,Toadstool Marshes,11,2362.0,0.5760777936435733,7,7
oozc,1,37,M,Sugarbrook,10,2372.0,0.6086005170997493,1,1
a1su,4,48,F,Puddington,11,1301.0,0.32595558832281074,7,10
jf1i,4,27,M,Sugarbrook,10,2346.0,0.6543702868353622,4,5
zyif,0,12,M,Dripwater Delta,11,2062.0,0.5165310031139158,4,4
cp9c,4,27,M,Jamshire,14,1863.0,0.33169345387305577,8,12
utq1,4,18,F,Jamshire,12,2247.0,0.4436796884168903,5,6
yfmp,0,12,M,Dripwater Delta,14,3677.0,0.6856455384644197,5,5
souj,4,11,F,Muckminster,11,1701.0,0.3415934661034398,3,7
jpzw,3,46,F,Jamshire,24,5301.0,0.6412749873249581,8,14
4kml,4,35,M,Jamshire,18,3323.0,0.5007638414823773,8,13
h57t,3,39,F,Puddington,20,3574.0,0.5461379781394732,7,11
71v5,2,22,M,Gnome's Rest,11,2472.0,0.604140883448665,2,2
y4ub,1,23,M,Greycliffs,10,1991.0,0.47641731379778385,2,2
4xcx,0,10,NB,Dripwater Delta,13,2469.0,0.5390073302148619,3,3
xob5,1,26,M,Sugarbrook,11,2476.0,0.5791850126731061,1,1
miq8,2,20,F,Gnome's Rest,12,3269.0,0.7096096188673352,2,2
u671,3,12,F,Jamshire,18,3602.0,0.529459577790073,9,10
jgog,4,15,F,Jamshire,15,2537.0,0.41645126772404095,2,2
7mq7,1,29,M,Puddington,12,2112.0,0.505048785823443,2,2
mev8,0,10,M,Dripwater Delta,11,2099.0,0.4825752409457235,2,2
3hw6,1,21,M,Sugarbrook,12,2508.0,0.5597263295604544,8,10
2qo3,0,11,M,Toadstool Marshes,10,2321.0,0.6319182327330991,6,7
zhqe,4,30,M,Jamshire,10,2103.0,0.5385463765230052,4,6
8yfo,6,128,F,Shield Barrow,11,1929.0,0.5367451409824537,3,4
nggw,2,24,M,Threadbare,12,2259.0,0.45114922835369703,4,5
8vka,6,85,M,Duelburg,14,3023.0,0.5862274073752225,5,7
xs8f,2,26,M,Knitwick,14,2672.0,0.48997256669903166,4,5
zx4h,4,10,F,Gnome's Rest,11,1473.0,0.32616203337233407,3,4
mdn4,4,32,F,Sugarbrook,13,2554.0,0.537659653353947,7,8
9t8b,2,10,M,Threadbare,18,3511.0,0.4769869474103947,4,6
rvo4,0,18,F,Soggy Hollow,15,3114.0,0.5418198222495071,4,4
3bao,4,36,F,Puddington,18,2501.0,0.35717936401872563,4,4
vbhc,4,23,M,Jamshire,16,2226.0,0.3765631881423817,8,11
rjf5,3,44,M,Greycliffs,18,4067.0,0.5870301566918856,7,14
piei,4,27,M,Jamshire,16,4234.0,0.6607106634536135,6,6
isz6,4,11,M,Puddington,11,1635.0,0.34579574895284276,5,5
4k22,1,21,F,Puddington,20,3831.0,0.4886769286278099,8,15
obd5,4,31,M,Sugarbrook,11,2092.0,0.5643293505449284,7,11
54sl,0,10,M,Slurpington,11,2514.0,0.6813279401489531,4,4
18zc,4,30,F,Greycliffs,14,2662.0,0.4834007472970222,7,11
5mb4,0,10,NB,Dripwater Delta,19,4445.0,0.618871503170864,7,7
es57,0,11,F,Slurpington,12,3170.0,0.7101737125892558,4,4
k9ns,4,14,M,Sugarbrook,15,3129.0,0.5927250153643936,5,7
9d5z,1,48,M,Greycliffs,10,1870.0,0.5567701930593358,4,4
xxh6,4,12,F,Jamshire,19,3401.0,0.4305233028561587,5,5
7p8r,6,87,F,Narathil,11,2309.0,0.601040266945355,5,5
uneu,1,19,M,Greycliffs,10,1522.0,0.387158950792388,2,2
ibce,0,10,M,Slurpington,11,2591.0,0.6547838320665798,2,2
fbtt,1,27,M,Greycliffs,11,2447.0,0.6076554924495821,5,6
83wl,3,28,F,Greycliffs,11,2312.0,0.5776603766680953,3,3
zjjd,0,12,F,Toadstool Marshes,10,2362.0,0.6571898831055905,3,3
s6df,1,15,M,Jamshire,15,2037.0,0.3810683244299756,7,10
hcpn,0,12,F,Soggy Hollow,10,1976.0,0.5492895761819656,2,2
niwl,2,16,F,Knitwick,13,2447.0,0.48510633689815336,3,5
vkce,4,22,F,Jamshire,10,1877.0,0.49622807702214056,8,13
fatf,1,30,M,Greycliffs,16,2447.0,0.4299319468077711,7,11
uwol,2,22,F,Threadbare,10,1964.0,0.5478641030425139,4,4
g6fm,1,21,F,Jamshire,12,2440.0,0.5138729835780079,2,3
at5y,4,42,M,Greycliffs,11,1235.0,0.3355127756740519,7,10
j8c8,1,31,F,Jamshire,12,2503.0,0.5700302494572695,1,1
e9m5,2,12,M,Threadbare,11,1879.0,0.40174858412496667,4,4
koj6,0,10,F,Slurpington,10,2779.0,0.6404144120441455,4,4
z58f,4,38,F,Jamshire,10,1677.0,0.515232140643424,2,2
3rkh,2,24,M,Gnome's Rest,18,4612.0,0.7134272838761592,4,8
73le,0,10,M,Soggy Hollow,12,1820.0,0.38786016520373073,4,4
mpf7,0,11,M,Soggy Hollow,13,2686.0,0.537697268890608,5,5
46vs,4,21,M,Greycliffs,11,1946.0,0.4713265173202064,3,5
2yf1,6,55,F,Narathil,12,2638.0,0.6663225994500821,4,4
35co,2,32,F,Gnome's Rest,21,5005.0,0.6425046478866167,4,8
o2r4,1,20,F,Jamshire,11,1890.0,0.4852994184654204,1,1
12m4,0,10,F,Soggy Hollow,12,2958.0,0.6861619658362645,5,5
kssx,2,34,M,Knitwick,11,2272.0,0.550796886447898,1,1
vpcs,1,27,M,Sugarbrook,11,1480.0,0.35459730410722684,5,7
utab,5,11,F,Soggy Hollow,15,3716.0,0.6917587406888904,3,3
zpon,4,20,F,Greycliffs,12,2057.0,0.43613838069151994,5,5
tkrf,1,31,F,Greycliffs,10,2220.0,0.5429890373020745,2,2
tuhy,2,24,F,Knitwick,16,3635.0,0.5572388706624074,4,5
mxtu,1,21,F,Greycliffs,14,2788.0,0.5242252994486452,3,3
i8j7,6,48,F,Shield Barrow,12,1715.0,0.3875465263704572,5,5
ktui,1,16,F,Puddington,10,2074.0,0.6253444520155031,2,3
k22r,4,16,M,Greycliffs,14,2737.0,0.468463122925845,5,7
y3w4,4,36,M,Puddington,15,2857.0,0.5215605066817041,5,8
rdu1,4,24,M,Puddington,10,1783.0,0.4735502764443935,7,9
yq7c,5,72,M,Slurpington,11,1877.0,0.4452449527070527,5,5
obje,1,22,M,Jamshire,11,2242.0,0.5928629137534417,1,1
sntj,5,12,F,Soggy Hollow,11,2004.0,0.5011801803764914,5,5
p8by,6,71,M,Duelburg,17,2710.0,0.4370601080100746,5,10
hqfg,0,14,M,Slurpington,11,1538.0,0.38798127997788473,2,2
bpqn,2,16,M,Threadbare,14,2949.0,0.5560244175656502,4,6
ex7d,5,10,F,Toadstool Marshes,10,2063.0,0.6048548409358062,6,6
dgwk,2,22,F,Threadbare,16,3084.0,0.49879502660394187,4,4
vapc,5,11,F,Soggy Hollow,11,2832.0,0.7842281991998367,2,2
wvxs,5,11,F,Soggy Hollow,11,2893.0,0.772147014004349,3,3
vvb6,5,16,M,Toadstool Marshes,11,2553.0,0.7228062646247809,5,5
gf8h,5,10,F,Dripwater Delta,15,3678.0,0.7549472723680826,8,8
tnbp,5,14,M,Toadstool Marshes,15,3140.0,0.6207331848995064,8,8
olll,5,16,F,Dripwater Delta,16,4150.0,0.7328412181678778,7,8
qdek,5,11,M,Dripwater Delta,10,2089.0,0.6033946827194729,3,3
1o1x,5,11,F,Dripwater Delta,14,3677.0,0.7989694316098305,3,3
hs9i,5,10,F,Soggy Hollow,11,2456.0,0.6183422727106657,4,4
u9h9,5,12,M,Toadstool Marshes,13,3915.0,0.8675599147137165,7,7
wxsy,4,24,M,Jamshire,10,1570.0,0.41117327893234207,6,11
apwm,5,31,F,Slurpington,10,2519.0,0.7542717092054094,3,3
krgh,5,11,M,Toadstool Marshes,12,1884.0,0.4456180659355926,7,7
q6n3,2,24,F,Gnome's Rest,15,3213.0,0.5826437910919375,4,5
4sel,5,12,F,Soggy Hollow,16,3320.0,0.6199479009886648,6,6
ueu3,4,19,F,Sugarbrook,27,4829.0,0.47398943227186735,5,6
2mkw,5,16,F,Soggy Hollow,15,3365.0,0.6653247903617977,6,6
qj4b,5,12,F,Soggy Hollow,14,3499.0,0.7523965586819495,6,6
28bt,5,15,F,Toadstool Marshes,11,2420.0,0.6305716423455948,5,6
cb1y,5,17,M,Soggy Hollow,10,2640.0,0.7990137410830568,5,6
9pda,5,14,F,Soggy Hollow,11,2530.0,0.64945105621767,7,7
dj5m,5,15,M,Dripwater Delta,15,3017.0,0.5716944381533005,8,9
dma9,5,14,M,Dripwater Delta,12,2977.0,0.734424636744513,4,4
v3eu,5,12,M,Soggy Hollow,14,3952.0,0.813025259170721,3,3
1s98,0,13,M,Dripwater Delta,11,2717.0,0.720948440878676,5,6
xy12,5,14,F,Soggy Hollow,12,2864.0,0.7091689044361958,2,2
bcf3,4,27,M,Sugarbrook,10,2621.0,0.7578964201142673,8,13
nkm4,5,13,F,Soggy Hollow,11,2536.0,0.647378936668198,5,5
liym,5,11,F,Slurpington,11,2659.0,0.7103798366045964,3,3
92ba,5,10,F,Toadstool Marshes,11,1866.0,0.5011770011066697,6,6
xthz,5,14,M,Soggy Hollow,10,1418.0,0.41525252349849556,6,6
sp5d,5,11,F,Slurpington,13,3106.0,0.6972488848386239,6,6
ieid,5,17,M,Toadstool Marshes,14,2889.0,0.6039930807172151,4,5
ath1,5,11,M,Toadstool Marshes,13,3709.0,0.8106337239269663,5,5
nqfo,5,16,M,Slurpington,12,2692.0,0.7172671977055399,5,5
ia4y,5,14,F,Slurpington,14,3701.0,0.7620827823523519,7,7
ysjf,5,16,M,Toadstool Marshes,10,1818.0,0.6276902276266187,5,5
lhdo,5,14,M,Soggy Hollow,12,3182.0,0.7865378274247781,5,5
pcpi,4,51,F,Greycliffs,15,3795.0,0.6352586520038436,5,5
exqq,2,13,F,Gnome's Rest,19,3906.0,0.557901113736525,4,8
pczq,5,12,M,Toadstool Marshes,11,2184.0,0.5769678378259908,3,4
q1fo,2,22,M,Gnome's Rest,10,2203.0,0.5400911460683164,2,2
wvgo,2,36,F,Gnome's Rest,13,2540.0,0.5118167991128938,4,5
ymw3,5,12,M,Dripwater Delta,12,2611.0,0.6701800222864414,6,6
t7ne,5,17,F,Slurpington,12,3107.0,0.7636473807318606,2,2
ytf5,1,29,M,Greycliffs,12,2582.0,0.5459736953993946,2,2
pg1y,5,56,F,Toadstool Marshes,11,2311.0,0.6354025969091793,5,6
bbnx,5,10,F,Slurpington,14,3151.0,0.6430485416545016,4,4
cryt,5,14,M,Dripwater Delta,15,3535.0,0.6739352909735771,6,6
el23,5,14,M,Soggy Hollow,15,3070.0,0.6198828447190198,3,3
bklg,5,12,M,Dripwater Delta,10,1907.0,0.5745318560081075,6,6
z631,5,10,F,Slurpington,11,2646.0,0.7063049962555344,6,6
hmt8,4,15,M,Sugarbrook,15,3022.0,0.4958049349246837,3,3
al1e,5,12,F,Toadstool Marshes,12,1764.0,0.4662848723380888,5,5
tsth,5,11,M,Dripwater Delta,10,1693.0,0.52882385292394,5,6
mvmf,5,14,M,Soggy Hollow,10,2271.0,0.6915612479952155,6,7
3wcn,5,24,NB,Soggy Hollow,11,2866.0,0.7661426020266439,7,7
sdr7,5,13,F,Soggy Hollow,13,4094.0,0.9378950435678989,5,5
9r6b,6,93,F,Shield Barrow,13,2153.0,0.4049386243506526,3,4
mqmv,4,51,M,Greycliffs,14,3225.0,0.6880831846441574,6,6
df81,1,17,F,Narathil,11,2428.0,0.6952728409370471,4,4
v1xr,5,12,M,Dripwater Delta,10,2507.0,0.7495446037047315,5,5
x77n,5,11,M,Slurpington,10,2020.0,0.5629390393223549,2,3
n8s6,5,17,M,Slurpington,15,2290.0,0.4500549255087636,6,6
mz7e,5,12,M,Slurpington,15,4473.0,0.8636647123797636,6,7
unpd,4,18,M,Jamshire,10,1908.0,0.5457433800960031,3,3
c46p,5,13,M,Toadstool Marshes,12,2369.0,0.5890900537740059,6,7
946b,5,13,M,Slurpington,12,2926.0,0.6860034352210304,6,6
89iz,4,43,F,Jamshire,15,2567.0,0.5432186263681815,5,5
w4nb,5,10,M,Dripwater Delta,15,3371.0,0.6634551494683527,5,6
7xd5,0,12,M,Toadstool Marshes,11,2100.0,0.5277112594710323,4,4
uir5,5,29,M,Dripwater Delta,12,3013.0,0.747065048567369,7,8
2z9u,5,19,F,Dripwater Delta,11,2051.0,0.5271974768852629,7,7
m5o9,6,88,F,Narathil,17,3341.0,0.5028470177849771,4,4
41bk,5,13,M,Toadstool Marshes,11,2103.0,0.5462148351460322,5,5
934b,4,49,F,Jamshire,10,2148.0,0.646639685426622,5,7
bhox,4,53,M,Gelatina Grove,14,1760.0,0.3611271279113883,3,6
gnd9,5,14,F,Slurpington,12,2758.0,0.7016901100073852,4,4
rsmc,5,11,F,Toadstool Marshes,10,2164.0,0.6450311915761209,5,5
kiuy,5,14,M,Slurpington,10,1880.0,0.5186186215161889,4,4
tdhz,5,10,F,Toadstool Marshes,10,2283.0,0.6801455702280548,3,3
1n39,5,15,NB,Toadstool Marshes,11,3413.0,0.8406347653277394,2,2
knub,0,11,F,Soggy Hollow,11,2602.0,0.5905096027328802,1,1
3t3r,5,16,M,Soggy Hollow,11,1676.0,0.4327996438968793,8,8
x455,5,39,F,Toadstool Marshes,12,2718.0,0.6671926756495635,3,3
mwgp,5,12,M,Toadstool Marshes,11,2226.0,0.5712479576510666,7,7
5cqk,1,34,M,Jamshire,11,2843.0,0.7253428504960528,2,2
h355,2,34,NB,Gnome's Rest,12,2611.0,0.5844666131625718,2,2
n69f,5,16,M,Toadstool Marshes,10,2357.0,0.66791250014855,5,5
9xo8,5,13,F,Dripwater Delta,11,2795.0,0.7038300021918542,4,4
j12u,5,17,F,Soggy Hollow,15,3208.0,0.6318163205344577,7,8
suyf,5,164,F,Soggy Hollow,15,3372.0,0.6747781847341908,5,5
4mkn,5,13,M,Toadstool Marshes,11,2554.0,0.6726065726624557,5,5
fni2,5,15,F,Toadstool Marshes,10,2154.0,0.5891013827145386,6,7
zdmk,5,12,M,Slurpington,10,2320.0,0.6697955927336616,4,4
21me,5,13,NB,Toadstool Marshes,13,2369.0,0.559999005872736,6,6
7tpy,5,14,M,Dripwater Delta,10,2539.0,0.6620508845645581,4,4
gtab,5,17,F,Dripwater Delta,14,3628.0,0.7232104134984157,7,7
3111,5,12,F,Dripwater Delta,11,1701.0,0.4105413611498546,6,6
8xvy,5,11,M,Toadstool Marshes,10,2099.0,0.6220895577596749,4,4
9t6f,3,28,F,Sugarbrook,17,3692.0,0.6386794647321026,6,10
99h4,5,10,F,Toadstool Marshes,10,2315.0,0.6297189894253669,3,3
ni5o,5,36,F,Dripwater Delta,13,2579.0,0.5824122115679343,5,5
e8tz,5,12,F,Soggy Hollow,11,2510.0,0.6751754013012589,5,5
462i,5,12,F,Slurpington,16,3586.0,0.6155786390842966,7,7
kakk,5,12,M,Dripwater Delta,13,3289.0,0.7409190514652343,7,7
te7a,2,33,F,Threadbare,15,3948.0,0.769991004388652,4,6
2i5f,0,13,F,Dripwater Delta,11,2130.0,0.6055668975042937,3,3
n93w,5,20,F,Dripwater Delta,11,2426.0,0.6295060323432952,3,3
ueno,5,12,M,Dripwater Delta,10,1947.0,0.5828264731988864,2,2
bd3h,2,32,F,Threadbare,12,2669.0,0.5660293177374546,4,8
z36f,5,12,F,Soggy Hollow,10,2908.0,0.8260198457465154,3,3
qly9,6,22,F,Shield Barrow,11,1663.0,0.3585793889525279,4,4
8nxi,5,18,M,Dripwater Delta,13,2945.0,0.6532742610307476,6,6
xnr4,5,13,F,Dripwater Delta,13,2803.0,0.6425813697593425,5,5
21r7,0,12,M,Dripwater Delta,10,1995.0,0.4924373114852606,4,4
i8l1,0,12,M,Toadstool Marshes,17,4133.0,0.6584571414764413,5,5
zmje,5,11,F,Toadstool Marshes,11,2189.0,0.575968223917862,1,1
g7wz,5,12,F,Dripwater Delta,15,3360.0,0.6411123761201728,5,5
ol4m,6,12,F,Shield Barrow,15,3150.0,0.6320371659844731,5,9
5gz2,5,14,M,Soggy Hollow,11,2321.0,0.6079162309909513,4,5
n43a,5,13,M,Toadstool Marshes,11,2343.0,0.6356272576305778,5,5
wbr8,5,11,F,Toadstool Marshes,13,3428.0,0.7353045699249197,4,4
kqi7,5,18,M,Toadstool Marshes,13,3453.0,0.7834737084667912,7,7
xc8k,4,14,NB,Muckminster,11,1870.0,0.4678669513771764,3,5
9d42,5,14,M,Dripwater Delta,11,3356.0,0.8428955818069549,2,2
ksrj,5,14,NB,Toadstool Marshes,11,2008.0,0.5494114716181827,3,3
rv8l,5,14,F,Dripwater Delta,13,2235.0,0.5721267283138919,4,4
q9he,5,14,M,Dripwater Delta,13,2023.0,0.4518615461962744,4,5
jyu9,5,17,F,Slurpington,11,2775.0,0.6827961701063829,5,5
c4rs,5,40,M,Toadstool Marshes,12,2122.0,0.5828123281850225,3,3
mdx2,2,25,M,Threadbare,11,2692.0,0.6167218357216622,2,3
qj9g,5,14,M,Toadstool Marshes,10,1939.0,0.5637314873696455,8,8
of3q,6,109,M,Narathil,12,2086.0,0.3938100320596913,4,4
3ew1,5,11,F,Slurpington,15,3118.0,0.6456988437152834,8,8
u4b3,4,16,F,Puddington,11,2046.0,0.5220649069181648,4,4
7up4,2,17,F,Gnome's Rest,12,2251.0,0.4978702140389813,4,7
eue7,5,14,F,Dripwater Delta,11,2238.0,0.5770153709654157,4,4
yy3p,5,11,M,Dripwater Delta,11,2681.0,0.7312550660487698,5,5
6y9k,5,11,F,Dripwater Delta,11,2520.0,0.6489413303366154,3,3
lnvc,6,14,M,Duelburg,17,3477.0,0.6178563695730145,4,6
861m,5,16,M,Toadstool Marshes,11,2692.0,0.7484763825178498,5,5
1mmv,4,52,F,Jamshire,23,4722.0,0.6039729544991997,9,16
4mws,5,12,M,Soggy Hollow,11,1418.0,0.37395035839908103,4,4
fnsx,5,12,F,Slurpington,12,2331.0,0.5772186517962655,5,6
bjdp,5,12,M,Dripwater Delta,14,3217.0,0.682356248645161,3,3
cfka,5,18,F,Soggy Hollow,10,2311.0,0.6283764703041391,7,7
zo2e,5,15,M,Soggy Hollow,10,2002.0,0.5689493124597125,1,1
alnf,5,15,M,Toadstool Marshes,13,3042.0,0.6697976021535071,8,8
izaw,5,13,F,Toadstool Marshes,12,2403.0,0.5742875644342009,7,8
nr79,5,13,F,Soggy Hollow,10,1944.0,0.541465960041618,6,7
aoe1,5,12,F,Soggy Hollow,14,3203.0,0.6658998534047997,5,6
wbpl,5,16,M,Soggy Hollow,14,2945.0,0.6154834984107607,5,5
hsbm,5,13,M,Dripwater Delta,13,2680.0,0.6147560729454141,6,6
yaha,5,14,F,Toadstool Marshes,16,3606.0,0.6761726332167198,7,7
qzjv,5,20,F,Toadstool Marshes,13,2987.0,0.6651647201268325,4,4
1dby,5,11,F,Toadstool Marshes,12,2565.0,0.6293511465832614,6,7
a9p7,4,46,F,Boggy Bottom,10,1966.0,0.5157860160447989,3,5
p4j1,1,40,F,Greycliffs,11,2595.0,0.6287268804727231,2,2
qy29,3,50,F,Jamshire,12,2177.0,0.5050548360279742,6,6
3xxu,5,13,M,Slurpington,12,2541.0,0.587400793789686,6,6
h9t1,4,43,M,Puddington,19,3636.0,0.5356856700872148,7,9
vbpa,5,10,F,Toadstool Marshes,10,2115.0,0.6423332019986329,5,5
azuj,5,12,M,Toadstool Marshes,13,2410.0,0.48113170265137284,2,2
x4f1,5,14,M,Slurpington,11,2487.0,0.6207493715312323,4,4
y981,6,128,M,Duelburg,17,3400.0,0.5907233314747851,2,3
97v7,5,15,M,Dripwater Delta,15,4040.0,0.7803858482996763,5,5
bdu4,5,12,M,Slurpington,11,2487.0,0.6253910923531171,6,6
qseu,5,15,M,Slurpington,11,2849.0,0.7599733243112774,5,5
dy7w,5,12,M,Toadstool Marshes,10,1818.0,0.4819730022264802,6,7
edxt,4,41,F,Jamshire,13,2554.0,0.5684233926005837,5,6
xx13,6,12,F,Duelburg,11,2545.0,0.611891673370938,5,8
o97d,5,11,F,Soggy Hollow,11,2580.0,0.7098438764837147,7,7
tsic,5,12,F,Slurpington,11,2325.0,0.5825693080870455,7,7
qhva,5,11,M,Slurpington,10,2207.0,0.593336959110966,5,5
52st,5,17,M,Toadstool Marshes,20,5199.0,0.7630356464551864,8,8
